
1,Connected,2051.1084244164367;4556.094542393975;0, Succesful, 2.273
2,Connected,2242.4429098843602;4538.63759834177;0, Succesful, 1.772
3,Connected,2485.019140833848;4512.6759892384935;0, Succesful, 1.542
4,Connected,2629.016666237921;4497.233307961544;0, Succesful, 1.687
5,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.675
6,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 1.074
7,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.874
8,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.671
9,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.635
10,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 1.033
11,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.820
12,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.783
13,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.481
14,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.571
15,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.487
16,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.601
17,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.616
18,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.606
19,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.502
20,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.537
21,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.499
22,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.584
23,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.531
24,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.640
25,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.502
26,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.477
27,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.511
28,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.688
29,Connected,2637.3057721246446;4496.33808006143;0, Succesful, 0.598
30,Connected,2722.663011255698;4486.658428391458;0, Succesful, 0.583
31,Connected,2843.0948141388385;4472.670492452192;0, Succesful, 0.576
32,Connected,3021.0023181704164;4451.352878080751;0, Succesful, 0.604
