
1,Connected,active,2690.0546277674307;4627.488967427988;0, Succesful, 0.367
2,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 2.966
3,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 3.128
4,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.426
5,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.339
6,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.310
7,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.334
8,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.330
9,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.313
10,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.347
11,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.313
12,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.339
13,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.328
14,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.309
15,Connected,active,2689.9861227601027;4627.321112196717;0, Succesful, 0.304
16,Connected,active,2689.027052657506;4621.5580825897405;0, Succesful, 0.310
17,Connected,active,2681.8340268880356;4580.601406159569;0, Succesful, 0.314
18,Connected,active,2604.9714086656895;4553.968376131206;0, Succesful, 0.416
19,Connected,active,2485.0876458411767;4566.837277195331;0, Succesful, 0.303
20,Connected,active,2356.914777129939;4580.545454415812;0, Succesful, 0.300
21,Connected,active,2168.7315219991165;4600.01666124327;0, Succesful, 0.431
22,Connected,active,1986.6452125205126;4613.333176257452;0, Succesful, 0.568
23,Connected,active,1863.6787243662257;4620.830709920898;0, Succesful, 0.316
24,Connected,active,1749.206857120647;4629.391326715729;0, Succesful, 0.311
