
1,Connected,active,2717.0456006547784;4395.177327348659;0, Succesful, 0.516
2,Connected,active,2718.2786907866875;4402.7867644996195;0, Succesful, 0.480
3,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 3.031
4,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 2.459
5,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.251
6,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.245
7,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.248
8,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.257
9,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.231
10,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.263
11,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.357
12,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.389
13,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.447
14,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.446
15,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.512
16,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.590
17,Connected,active,2718.2786907866875;4402.842716243376;0, Succesful, 0.317
18,Connected,active,2723.759091372951;4435.8542450600435;0, Succesful, 0.411
19,Connected,active,2724.7866664828753;4442.456550823377;0, Succesful, 0.376
20,Connected,active,2725.882746600128;4466.683655870186;0, Succesful, 0.447
21,Connected,active,2646.6909581286213;4531.475775140866;0, Succesful, 0.479
22,Connected,active,2509.0643984060794;4546.191083748974;0, Succesful, 0.653
23,Connected,active,2311.4959572712805;4567.340842889144;0, Succesful, 0.250
24,Connected,active,2165.9913217059852;4582.279958472281;0, Succesful, 0.360
25,Connected,active,1962.8739749775946;4596.603604874089;0, Succesful, 0.346
26,Connected,active,1835.591671361625;4604.772559462621;0, Succesful, 0.319
27,Connected,active,1699.4722218003062;4615.739101239006;0, Succesful, 0.295
