
1,Connected,active,2683.067117019945;4587.707277616716;0, Succesful, 0.541
2,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.469
3,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 3.189
4,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 3.356
5,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.290
6,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.232
7,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.249
8,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.246
9,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.237
10,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.259
11,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.261
12,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.238
13,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.273
14,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.239
15,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.236
16,Connected,active,2682.724591983303;4585.693014841462;0, Succesful, 0.592
17,Connected,active,2680.463926741469;4575.453845733919;0, Succesful, 0.411
18,Connected,active,2581.1316661154437;4556.542156344031;0, Succesful, 0.411
19,Connected,active,2441.449956173053;4571.481271927168;0, Succesful, 0.407
20,Connected,active,2208.3274162348703;4596.379797899061;0, Succesful, 0.373
21,Connected,active,2053.2320796436143;4609.8082164007565;0, Succesful, 0.307
22,Connected,active,1811.957443833364;4624.355669777594;0, Succesful, 0.623
23,Connected,active,1656.9991172567638;4637.616233048017;0, Succesful, 0.596
