
1,Connected,2076.797802164547;4572.544355058552;0, Succesful, 2.673
2,Connected,2231.139583675192;4557.940949937958;0, Succesful, 0.504
3,Connected,2455.150957638712;4533.9376518661775;0, Succesful, 0.593
4,Connected,2599.2169880501133;4518.494970589228;0, Succesful, 0.521
5,Connected,2658.1997993597743;4523.58657927112;0, Succesful, 0.300
6,Connected,2556.264348455273;4541.155426810839;0, Succesful, 0.280
7,Connected,2419.459848820671;4555.81478367519;0, Succesful, 0.398
8,Connected,2191.7492044614232;4579.874033490727;0, Succesful, 0.747
9,Connected,2041.7917434197889;4592.4631758360665;0, Succesful, 0.520
10,Connected,1888.4090320117398;4601.191647862169;0, Succesful, 0.395
11,Connected,1658.163702381345;4619.431916326971;0, Succesful, 0.334
